path,label,img_name_no_ext,filepath,filename,md5,CAMID,X,View,zenodo_name,zenodo_link,Sequence,Taxonomic_Name,Locality,Sample_accession,Collected_by,Other_ID,Date,Dataset,Store,Brood,Death_Date,Stage,Sex,Unit_Type,file_type,record_number,species,subspecies,genus,file_url
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0670_d.png,Heliconius erato ssp. lativitta,19N0670_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0670_d.JPG,19N0670_d.JPG,885ba9e268ac0fc87f27a5901f23b73f,19N0670,19962,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,670,Heliconius erato ssp. lativitta,Apuya 4km 2,,,Y4,11/06/2019,Nadeau Sheffield,,,11/06/2019,,Female,wild,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0670_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041435_d.png,Heliconius erato ssp. lativitta,CAM041435_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041435_d.JPG,CAM041435_d.JPG,1e8cb72da9f3dc434d8527244c080c09,CAM041435,38712,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,435",Heliconius erato ssp. lativitta,Reventador road 2,,,360,02/06/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 202,,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041435_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2212_d.png,Heliconius erato ssp. lativitta,19N2212_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2212_d.JPG,19N2212_d.JPG,1baa51978f86365853622f9800366e4e,19N2212,21775,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,212",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N26.56,,Nadeau Sheffield,,IKIAM.N26,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2212_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0041_d.png,Heliconius erato ssp. lativitta,19N0041_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0041_d.JPG,19N0041_d.JPG,985f411e344249536282504c4c7a82c4,19N0041,19222,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,41,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,A4.77,,Nadeau Sheffield,,IKIAM.A4,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0041_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2210_d.png,Heliconius erato ssp. lativitta,19N2210_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2210_d.JPG,19N2210_d.JPG,81a9f337c3a2a3029c92888f73079ac4,19N2210,21767,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,210",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N26.57,,Nadeau Sheffield,,IKIAM.N26,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2210_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2139_d.png,Heliconius erato ssp. lativitta,19N2139_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2139_d.JPG,19N2139_d.JPG,a86bb073aed679cdb09f72e04f3fac33,19N2139,21659,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,139",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K24.108,,Nadeau Sheffield,,IKIAM.K24,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2139_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2243_d.png,Heliconius erato ssp. lativitta,19N2243_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2243_d.JPG,19N2243_d.JPG,69feda466db8ca6ccf1d698ac32076de,19N2243,21899,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,243",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N44.65,,Nadeau Sheffield,,IKIAM.N44,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2243_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041278_d.png,Heliconius erato ssp. lativitta,CAM041278_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041278_d.JPG,CAM041278_d.JPG,a5dc849870a30d7e5d9b1dd7f285c555,CAM041278,14192,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,278",Heliconius erato ssp. lativitta,Reventador road,ERS4212804,,,02/10/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 200,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041278_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM040437_d.png,Heliconius erato ssp. lativitta,CAM040437_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM040437_d.JPG,CAM040437_d.JPG,9c63667e0bb42d4e504dda3fc651102d,CAM040437,12486,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,437",Heliconius erato ssp. lativitta,"Yasuni Research Station,",ERS4212700,,,25/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 156,,,,Male,wild,jpg,2707828,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2707828/files/CAM040437_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041593_d.png,Heliconius erato ssp. lativitta,CAM041593_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041593_d.JPG,CAM041593_d.JPG,5589a6b8a442e3f15533f8ca66646dd0,CAM041593,39339,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,593",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,266,05/07/2018,,Box 204,,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041593_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM040436_d.png,Heliconius erato ssp. lativitta,CAM040436_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM040436_d.JPG,CAM040436_d.JPG,36417a5569a7ccd49d8bf0e5d92946a2,CAM040436,12484,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,436",Heliconius erato ssp. lativitta,"Yasuni Research Station,",ERS4212699,,,25/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 156,,,,Male,wild,jpg,2707828,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2707828/files/CAM040436_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041827_d.png,Heliconius erato ssp. lativitta,CAM041827_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041827_d.JPG,CAM041827_d.JPG,9f766bb9faa93b3d1a7c2fb72a7ebd80,CAM041827,40275,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,827",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,805,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM024,,,Female,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041827_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041801_d.png,Heliconius erato ssp. lativitta,CAM041801_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041801_d.JPG,CAM041801_d.JPG,ca84d18cdae0eb8414e939f9ecaa1334,CAM041801,40171,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,801",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,766,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM024,,,Female,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041801_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0702_d.png,Heliconius erato ssp. lativitta,19N0702_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0702_d.JPG,19N0702_d.JPG,f1e671fb336ec3c333c0dcd3d15f3806,19N0702,19998,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,702,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,Y6.96,,Nadeau Sheffield,,IKIAM.Y6,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0702_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041845_d.png,Heliconius erato ssp. lativitta,CAM041845_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041845_d.JPG,CAM041845_d.JPG,094981f0584a4b7ac82f4cdd74ad2574,CAM041845,40347,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,845",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,820,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM007,,,Female,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041845_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM011441_d.png,Heliconius erato ssp. lativitta,CAM011441_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM011441_d.JPG,CAM011441_d.JPG,9c2c09df8f6ed99ad39b15662c41a879,CAM011441,28256,dorsal,2001_2.broods.batch.2.csv,https://zenodo.org/record/2550097,"11,441",Heliconius erato ssp. lativitta,"San Raphael Falls, Baeza-Lago Agrio",ERS4212693,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 53,,,,Male,wild,jpg,2550097,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2550097/files/CAM011441_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041562_d.png,Heliconius erato ssp. lativitta,CAM041562_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041562_d.JPG,CAM041562_d.JPG,7ee45e7340dd4223d8d9074d25c9e9d0,CAM041562,39216,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,562",Heliconius erato ssp. lativitta,Road to Shalcana Loma,,,434,19/06/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 204,,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041562_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM040434_d.png,Heliconius erato ssp. lativitta,CAM040434_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM040434_d.JPG,CAM040434_d.JPG,ef55a559b2af7185ebd2593c91704610,CAM040434,12480,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,434",Heliconius erato ssp. lativitta,"Yasuni Research Station,",ERS4212697,,,23/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 156,,,,Female,wild,jpg,2707828,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2707828/files/CAM040434_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041844_d.png,Heliconius erato ssp. lativitta,CAM041844_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041844_d.JPG,CAM041844_d.JPG,f5fb5d66354e4eaa0be0d7565f1df268,CAM041844,40343,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,844",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,819,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM007,,,Male,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041844_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0274_d.png,Heliconius erato ssp. lativitta,19N0274_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0274_d.JPG,19N0274_d.JPG,bdb4982137cd3a4ee049bf180ea0cc66,19N0274,19694,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,274,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,M1.144,,Nadeau Sheffield,,IKIAM.M1,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0274_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041259_d.png,Heliconius erato ssp. lativitta,CAM041259_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041259_d.JPG,CAM041259_d.JPG,21865d664a7df5cf73cbec32b8a2fd70,CAM041259,14155,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,259",Heliconius erato ssp. lativitta,Reventador road,,,,02/10/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 200,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041259_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041002_d.png,Heliconius erato ssp. lativitta,CAM041002_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041002_d.JPG,CAM041002_d.JPG,87e4c78241f84025806bdede2199b44c,CAM041002,13643,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,002",Heliconius erato ssp. lativitta,Pununo,ERS4201882,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 177,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041002_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041625_d.png,Heliconius erato ssp. lativitta,CAM041625_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041625_d.JPG,CAM041625_d.JPG,836740fb7d1c77db106394427cbfe1b8,CAM041625,39467,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,625",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,51,19/07/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 204,IKIAM008,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041625_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0085_d.png,Heliconius erato ssp. lativitta,19N0085_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0085_d.JPG,19N0085_d.JPG,d3f683b1a0a870d83dc94fd9ccf521bf,19N0085,19315,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,85,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P16.54,,Nadeau Sheffield,,IKIAM.P16,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0085_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041615_d.png,Heliconius erato ssp. lativitta,CAM041615_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041615_d.JPG,CAM041615_d.JPG,6978a7669b4f203a7641a17a4e00f8f9,CAM041615,39427,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,615",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,272,10/07/2018,,Box 204,IKIAM016,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041615_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1413_d.png,Heliconius erato ssp. lativitta,19N1413_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1413_d.JPG,19N1413_d.JPG,6726b1e8a4376b262782741af25c10f0,19N1413,20343,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,413",Heliconius erato ssp. lativitta,Rio Pusuno 2,,,P31,03/09/2019,Nadeau Sheffield,,,03/09/2019,,Female,wild,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1413_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0835_d.png,Heliconius erato ssp. lativitta,19N0835_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0835_d.JPG,19N0835_d.JPG,11295cca5829c1d9d98701c674cf4454,19N0835,20052,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,835,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K17.24,,Nadeau Sheffield,,IKIAM.K17,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0835_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/SHM000101_d.png,Heliconius erato ssp. lativitta,SHM000101_d,model_mimic_images/Heliconius erato ssp. lativitta/SHM000101_d.JPG,SHM000101_d.JPG,4fda83a0bc9d493cd1b0897f29f8e9c2,SHM000101,14909,dorsal,CAM.coll.images.batch10.csv,https://zenodo.org/record/2813153,101,Heliconius erato ssp. lativitta,"Yasuni Research Station,",ERS4212885,,SHM101,,,,,,,Male,,jpg,2813153,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2813153/files/SHM000101_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1958_d.png,Heliconius erato ssp. lativitta,19N1958_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1958_d.JPG,19N1958_d.JPG,8869eb46bea313fd8c3b9bb0fd948471,19N1958,21303,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,958",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N19.84,,Nadeau Sheffield,,IKIAM.N19,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1958_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041268_d.png,Heliconius erato ssp. lativitta,CAM041268_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041268_d.JPG,CAM041268_d.JPG,69fdd49837738c10637071f9ad88a5c2,CAM041268,14172,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,268",Heliconius erato ssp. lativitta,Reventador road,,,,02/10/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 200,,,,Female,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041268_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1780_d.png,Heliconius erato ssp. lativitta,19N1780_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1780_d.JPG,19N1780_d.JPG,2647cf4d5f2e005cb8fe7933b1213c9f,19N1780,21015,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,780",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P35.25,,Nadeau Sheffield,,IKIAM.P35,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1780_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2255_d.png,Heliconius erato ssp. lativitta,19N2255_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2255_d.JPG,19N2255_d.JPG,23ccce76d7d312713759f90a3dd9a039,19N2255,21947,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,255",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K33.95,,Nadeau Sheffield,,IKIAM.K33,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2255_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1669_d.png,Heliconius erato ssp. lativitta,19N1669_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1669_d.JPG,19N1669_d.JPG,d0a3cf177e7150df19b68b762908a904,19N1669,20855,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,669",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,E3.4,,Nadeau Sheffield,,IKIAM.E3,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1669_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0488_d.png,Heliconius erato ssp. lativitta,19N0488_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0488_d.JPG,19N0488_d.JPG,d34252d401d97bac7afdb85c961954bd,19N0488,19852,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,488,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,Y6.13,,Nadeau Sheffield,,IKIAM.Y6,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0488_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041651_d.png,Heliconius erato ssp. lativitta,CAM041651_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041651_d.JPG,CAM041651_d.JPG,22199c54a7b7b1404e36cc930d0beede,CAM041651,39571,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,651",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,229,29/07/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 208,IKIAM021,,,Female,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041651_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2181_d.png,Heliconius erato ssp. lativitta,19N2181_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2181_d.JPG,19N2181_d.JPG,49aeb2fed7cdcb4f3e40e08773b04b79,19N2181,21707,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,181",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,E3.92,,Nadeau Sheffield,,IKIAM.E3,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2181_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041870_d.png,Heliconius erato ssp. lativitta,CAM041870_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041870_d.JPG,CAM041870_d.JPG,8f20cfa5f0e55b29a9bec519c5ea36fc,CAM041870,40444,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,870",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,847,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM024,,,Male,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041870_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0053_d.png,Heliconius erato ssp. lativitta,19N0053_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0053_d.JPG,19N0053_d.JPG,9d2f76571cd03c4a1d0bcd9debe79b2b,19N0053,19248,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,53,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,M1.19,,Nadeau Sheffield,,IKIAM.M1,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0053_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1246_d.png,Heliconius erato ssp. lativitta,19N1246_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1246_d.JPG,19N1246_d.JPG,7d42ab7bb145a0d08809016975a7574e,19N1246,20251,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,246",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,T4,05/08/2019,Nadeau Sheffield,,,,,Male,wild,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1246_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041619_d.png,Heliconius erato ssp. lativitta,CAM041619_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041619_d.JPG,CAM041619_d.JPG,3767f60202dc26f36532fe211394b2a1,CAM041619,39443,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,619",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,82,12/07/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 204,IKIAM019,,,Female,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041619_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041695_d.png,Heliconius erato ssp. lativitta,CAM041695_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041695_d.JPG,CAM041695_d.JPG,9e591f727f6e4188b5c1a5841f3f108f,CAM041695,39747,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,695",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,624,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 205,IKIAM021,,,Male,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041695_d.JPG
